Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response
TheRealHousewivesofToronto,2017,NA,07Mar2017,44min,RealityTV,NA,NA,KaraAllowayRoxyEarleGregorianeMinotPayeurAnnKaplanMuholland,TheRealHousewivesofTorontofollowssixofthecitysmostprivilegedpowerfulandglamorouswomenastheynavigatetheelitesocialsceneofCanadaslargestcityThisfirstseason,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BOTAxODY0ODY0NV5BMl5BanBnXkFtZTgwNzY0MjUzMjIV1SX300jpg,SourceInternetMovieDatabaseValue5710,NA,57,50,tt6645412,series,1,True
UCFTorontoCybercide,2006,NA,20Oct2006,29min,ShortSciFi,LaszloKovacsAndrewBugenis,LaszloKovacsscreenplay,BryanPatrickStoyleSylviaAndreaeAndrewBugenisJustinMonk,In2078somethinghadstoppedthemotoroftheworldDecadeslatercivilizationisstillrecoveringfromtheglobalnetworkcrashInthispostdystopianageremnantsoftheold,English,CanadaUSA,NA,httpsmmediaamazoncomimagesMMV5BMTY1ODg5NzY2NV5BMl5BanBnXkFtZTgwNDY1MTA2MDEV1SX300jpg,SourceInternetMovieDatabaseValue5610,NA,56,31,tt0906093,movie,NA,NA,NA,NA,True
TheSceneAnExplorationofMusicinToronto,2013,NA,25Feb2014,79min,DocumentaryBiographyMusic,JoshJensen,NA,BifNakedSteveLipsKudlowRobbReinerDaveMonks,TheSceneAnExplorationofMusicinTorontoisadocumentaryfilmprojectthatchroniclesthelivesofindependentmusiciansastheybuildtheircareersintheCanadianmusicindustry,English,Canada,1win,httpsmmediaamazoncomimagesMMV5BMTQxMDg1MDE5NV5BMl5BanBnXkFtZTcwOTQ3ODk4OAV1SX300jpg,SourceInternetMovieDatabaseValue9310,NA,93,24,tt2586210,movie,24Mar2014,NA,VirgilFilms,NA,True
IMDbatTorontoInternationalFilmFestival,2017,NA,08Sep2017,NA,TalkShow,NA,NA,DaveKarger,IMDbscoverageoftheTorontoInternationalFilmFestivaloffersexclusivevideointerviewswithstarsanddirectorsrangingfromGeorgeClooneyMargotRobbieAllisonJanneyArmieHammerJulianneMooreJakeGyllenhaalandmore,NA,NA,NA,httpsmmediaamazoncomimagesMMV5BMjUwNDA4MDI1MV5BMl5BanBnXkFtZTgwMDMzNzExNjMV1SX300jpg,SourceInternetMovieDatabaseValue5810,NA,58,24,tt8783910,series,3,True
CanadaVignettesToronto,1978,NA,NA,1min,AnimationShortHistory,CarlosMarchiori,NA,NA,ThedevelopmentofCanadaslargestcityfromitsfoundingintheearly19thcenturytothe1970s,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6810,NA,68,13,tt0225297,movie,NA,NA,NA,NA,True
SeeYouinToronto,2000,NA,NA,NA,Short,JeanPierreLefebvre,JeanPierreLefebvre,MarcelSabourin,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue4210,NA,42,13,tt0261977,movie,NA,NA,NA,NA,True
NXTTakeOverToronto,2019,TVPG,10Aug2019,180min,ActionSport,NA,NA,ShaynaAndreaBaszlerStephanieBellPatrickClarkKennethCrawford,ThesuperstarsofNXTcometotheGreatWhiteNorthtofighteachotherinordertoshowwhoisthebest,English,USA,NA,httpsmmediaamazoncomimagesMMV5BZjkzNmNkZmEtMDM3Mi00MzU2LWE3MzEtNTlhN2JjMGY4ODExXkEyXkFqcGdeQXVyNTQ0MTU2MDIV1SX300jpg,SourceInternetMovieDatabaseValue8010,NA,80,12,tt10726448,movie,NA,NA,NA,NA,True
ThatNightinToronto,2005,NA,01Nov2005,116min,Music,PierreLamoureux,NA,GordDownieBobbyBakerGordSinclairPaulLanglois,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue7410,NA,74,11,tt1479385,movie,NA,NA,NA,NA,True
TheGreatTorontoFireTorontoCanadaApril191904,1904,NA,NA,NA,DocumentaryShort,NA,NA,NA,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue5010,NA,50,10,tt0809335,movie,NA,NA,NA,NA,True
MeowingtonsHax2K11Toronto,2012,NA,NA,90min,Music,NA,NA,Deadmau5Sofi,NA,NA,NA,NA,NA,SourceInternetMovieDatabaseValue7010,NA,70,10,tt2705570,movie,NA,NA,NA,NA,True
TheSecondCityToronto15thAnniversary,1988,NA,NA,1h,Comedy,EugeneLevy,NA,AndrewAlexanderDelCloseRobinDukeJoeFlaherty,NA,NA,NA,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,7,tt0448734,movie,NA,NA,NA,NA,True
AMCNewsSpecialTorontoFilmFestival2010,2010,NA,24Sep2010,30min,News,NA,MarkMarracciniCoreyMoss,JimBroadbentTonyGoldwynMillaJovovichJamesMcAvoy,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue5110,NA,51,7,tt1737793,movie,NA,NA,NA,NA,True
RedevelopmentinTorontoOntarioRegentParkSouth,1964,NA,NA,5min,ShortDocumentary,NA,NA,NA,NA,NA,Canada,NA,NA,SourceInternetMovieDatabaseValue6410,NA,64,5,tt0227355,movie,NA,NA,NA,NA,True
BacktoBackTheStoryofthe1993TorontoBlueJays,1993,NA,15Nov1993,60min,Sport,NA,OuisieShapiro,JoeCarterTomCheekPaulMolitor,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue7610,NA,76,5,tt2123149,movie,NA,NA,NA,NA,True
CTVNewsat1130Toronto,2016,NA,NA,NA,News,NA,NA,JohnToryMattDamonKathleenWynneCynthiaErivo,NA,English,Canada,1nomination,NA,SourceInternetMovieDatabaseValue5810,NA,58,5,tt4367274,series,NA,True
TinyToronto,2015,NA,15Feb2015,NA,Documentary,NA,NA,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt4419800,series,NA,True
SR170Toronto,1978,NA,11Nov1978,30min,Documentary,ChristianHeeb,NA,MarianGlauserHansruediLeutwylerYvonneSertore,NA,GermanFrenchEnglishSwissGerman,Switzerland,NA,NA,,NA,NA,NA,tt4472018,movie,NA,NA,NA,NA,True
TorontoAlice,2015,NA,23Jul2015,6min,AnimationShortFamilyFantasy,JenniferLinton,LewisCarroll,NicoleBaumanMattSpiers,WhilstridingastreetcarinTorontoLewisCarrollsAliceencountersapairofstrangecharacterswhodebatewithherthefactoftheirveryexistence,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMTYwMjcwNjIxNV5BMl5BanBnXkFtZTgwMjMyOTkzNjEV1SX300jpg,,NA,NA,NA,tt4517240,movie,NA,NA,NA,NA,True
VintageWorldSeriesFilmsTorontoBlueJays1992,2007,NA,NA,60min,DocumentarySport,RichDomich,JeffScott,LenCariou,NA,English,USA,NA,NA,,NA,NA,NA,tt4522720,movie,NA,NA,NA,NA,True
VintageWorldSeriesFilmsTorontoBlueJays1993,2007,NA,NA,66min,DocumentarySport,RichDomich,JeffScott,LenCariou,NA,English,USA,NA,NA,,NA,NA,NA,tt4554130,movie,NA,NA,NA,NA,True
MrLondonToronto2014,2013,NA,01Sep2013,23min,AnimationShortComedy,AndrewBoneAndrewGrahamBrown,AndrewBone,NA,MrLondonisagameshowfordeadcelebritiesTheremainingcontestantsareBobbyMooreNoelCowardSamuelPepysSidViciousGeoffreyChaucerBudFlanaganandCharlieChaplinWhen,English,UK,NA,NA,,NA,NA,NA,tt4892700,movie,NA,NA,NA,NA,True
BluemanGroupToronto,2010,NA,05Aug2010,NA,Action,KevinRhoades,NA,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt5147338,movie,NA,NA,NA,NA,True
ThisisforToronto,2016,NA,01May2016,64min,Documentary,NA,NA,NA,TorontohasbeenmakingtherightmovestopositionitselfontheworldstageThisisadocumentaryabouttheentertainmentindustryinTorontoanditsrisetoglobaldominanceWeve,English,JamaicaUSACanada,NA,NA,,NA,NA,NA,tt5333136,movie,NA,NA,NA,NA,True
SeptemberinToronto,2016,NA,NA,4min,DocumentaryShort,MillefioreClarkes,NA,NA,AlyricalgazeatthecityofTorontoasseenoneSeptembernotlongago,English,Canada,NA,NA,,NA,NA,NA,tt5468730,movie,NA,NA,NA,NA,True
ReadingWoelfflinsPrinciplesTorontoStories,2016,NA,NA,59min,DocumentaryHistory,KlashaFernandes,NA,NA,ReadingWlfflinsPrinciplesTorontoStoriesisadocumentaryfilmaboutthereceptionofHeinrichWlfflinsPrinciplesofArtHistory1915producedfora4thyearseminarinarthistoryattheUniversityofToronto,English,Canada,NA,NA,,NA,NA,NA,tt5792460,movie,NA,NA,NA,NA,True
TorontoLegal,2016,NA,23May2016,24min,Drama,NA,NA,JagmohanSinghNanda,NA,English,Canada,NA,NA,,NA,NA,NA,tt5832208,series,1,True
TorontoMapleLeafsForeverTheTraditionoftheTorontoMapleLeafs,2002,NA,NA,65min,DocumentarySport,NA,NA,HalDouglas,Alookbackatthe75yearhistoryoftheTorontoMapleLeafshockeyteam,English,CanadaUSA,NA,NA,,NA,NA,NA,tt5870258,movie,NA,NA,NA,NA,True
Toronto,2017,NA,23Nov2017,23min,ShortDramaFamily,AndreasBoschmann,NA,NA,TheCNTowerisTorontoslandmarkThesmallerbrotherofthetvtowerisstandinginthemiddleofNorthernGermanyBeneathitagroupofRussianGermanteenagersisdreamingofarealskylineAreyouleavingorstaying,German,Germany,NA,httpsmmediaamazoncomimagesMMV5BNzc4YzYzOGMtYzI2MC00ZThhLWFjMTAtNDA5MThhMmUwNDA3L2ltYWdlXkEyXkFqcGdeQXVyMzk2NDk3MDcV1SX300jpg,,NA,NA,NA,tt6217784,movie,NA,NA,NA,NA,True
TorontoBites,2004,NA,NA,1min,DocumentaryActionComedy,NA,NA,JeffCampagna,CelebrityChefJeffCampagnatoursthemostmulticulturalcityonEarthinaravenousquestforthebestthatTorontohastoofferFromShawarmatoIcecreamheeatsmoreofitthanany,English,CanadaIreland,NA,NA,,NA,NA,NA,tt2152078,series,NA,True
TorontoSecondSociety,1995,NA,NA,NA,DocumentaryShort,JohannaKern,JohannaKern,NA,RareonfaceinterviewswiththeHomelesstheShelterWorkersandChiefMedicalOfficerofTorontothedirectorexploresthetopicofhomelessnesswhichshewantedtounderstandand,English,Canada,NA,NA,,NA,NA,NA,tt2175078,movie,NA,NA,NA,NA,True
TorontoFilmRace,2010,NA,12Jun2010,NA,News,NA,NA,BarbJohnny,TheTorontoFilmRacetelevisionseriesisacompilationofthebestshortfilmsproducedfortheTorontoFilmRaceeventheldeachyearinTorontoEachteamisgivenathemeandapropto,English,Canada,NA,NA,,NA,NA,NA,tt2313432,series,NA,True
CanadianNationalExhibitionatToronto,1912,NA,01Nov1912,NA,DocumentaryShort,NA,NA,NA,ApicturecontainingviewsofthebuildingsoftheexhibitiontheMidwayScotchcadetsinmusicaldancejudginghorsesprizeanimalsafinereviewoftheWithingtonZouavesandmanyotherinterestingscenes,English,USA,NA,NA,,NA,NA,NA,tt2360554,movie,NA,NA,NA,NA,True
MotrheadLiveinToronto,1982,NA,NA,NA,Music,DennisASaunders,NA,LemmyFastEddieClarkePhilPhilthyAnimalTaylor,NA,English,NA,NA,NA,,NA,NA,NA,tt2447602,movie,NA,NA,NA,NA,True
MarineraMadridToronto,2012,NA,01Nov2012,20min,DocumentaryShortBiography,RafaelAbarcaTorres,NA,JocelynBermudezAldoLeonEvelingRettOmarRomero,LivingawayfromhomesomePeruviansfoundinMarinerathenationaldanceofPeruawaytomaintainbondstheybelievedlost,Spanish,PeruSpainCanada,NA,NA,,NA,NA,NA,tt2567174,movie,NA,NA,NA,NA,True
DecemberinToronto,2011,NA,15Jan2011,7min,DocumentaryShortMusic,MilleClarkes,NA,NA,MomentsbeforeboardingaplanetoTorontotheDirectorsboyfriendhandedherthechallengeofdocumentinghersixdayjourneyTheresultisasixminutesenseweavingexperience,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMjExMTAwMDA5Ml5BMl5BanBnXkFtZTcwMzc0Mjc1NAV1SX300jpg,,NA,NA,NA,tt1848851,movie,NA,NA,NA,NA,True
OnceUponaTimeinToronto,20092010,NA,17Oct2009,NA,Drama,NA,NA,NewsAnchorJanFengxuCotteHarperElderVernonHarper,NA,English,Canada,NA,NA,,NA,NA,NA,tt1896312,series,NA,True
LoveItorListItVancouver,2013,NA,07Jan2013,NA,RealityTV,NA,NA,JillianHarrisToddTalbotKennyGemmill,AspinoffofHGTVssuccessfulshow2008featuringrealestateintheTorontoarenaThenewandyoungerprofessionalsinLoveItorListItTooarecompetingforthefinalhome,English,Canada,1win3nominations,httpsmmediaamazoncomimagesMMV5BZTlkZjA1ZWUtM2IxZS00MzYwLWI0OWItYmViYjNmN2IzZjE3XkEyXkFqcGdeQXVyNjE3NTAyNjcV1SX300jpg,SourceInternetMovieDatabaseValue6510,NA,65,398,tt2665420,series,9,True
TheRealHousewivesofVancouver,20122013,NA,04Apr2012,NA,RealityTV,NA,NA,RonnieSeterdahlNegusMaryZilbaJodyClamanReikoMacKenzie,TheseriesoriginallyfocusedonJodyClamanChristinaKieselReikoMacKenzieRonnieNegusandMaryZilbathesecondseasonlineupconsistedofClamanNegusZilbaAmandaHansenRobinReichmanandIouliaReynolds,English,Canada,1nomination,httpsmmediaamazoncomimagesMMV5BMzJhM2UyZWUtZGQwYS00Y2VmLWE0NjEtMDQwOWUwOGNjNTY2XkEyXkFqcGdeQXVyNTE1NjY5MgV1SX300jpg,SourceInternetMovieDatabaseValue3910,NA,39,278,tt2330453,series,1,True
Vancouver2010XXIOlympicWinterGames,2010,NA,12Feb2010,NA,FamilySport,NA,NA,RyanGetzlafJarkkoImmonenOlliJokinenZinaKocher,UScoverageoftheWinterOlympicsinVancouver,English,USA,Won3PrimetimeEmmysAnother2wins1nomination,httpsmmediaamazoncomimagesMMV5BMTQyODA5NjY5OF5BMl5BanBnXkFtZTcwODgyMDkxMwV1SX300jpg,SourceInternetMovieDatabaseValue8010,NA,80,240,tt1517514,series,NA,True
TheVancouverAsahi,2014,NA,20Dec2014,132min,Drama,YyaIshii,SatokoOkuderascreenplaySatokoOkudera,SatoshiTsumabukiKazuyaKamenashiRyKatsujiYusukeKamiji,19181942ATimePeriodpassedVancouverCanadaaJapaneseCommunityandthestrugglesandtriumphstheyfacedandtheSpiritofaBaseballTeamthatwonovermanyandovercame,Japanese,JapanCanada,1win,httpsmmediaamazoncomimagesMMV5BYzI1ZDY4MjgtYmQwZi00NTkyLWE5YjYtZGQ4ZjllNTI4NTUxXkEyXkFqcGdeQXVyMzA1NTc1NDkV1SX300jpg,SourceInternetMovieDatabaseValue6110,NA,61,196,tt3550344,movie,NA,NA,NA,NA,True
AurliaSteinerVancouver,1980,NA,10Jul1980,48min,Short,MargueriteDuras,MargueriteDuras,MargueriteDuras,NA,French,France,NA,NA,SourceInternetMovieDatabaseValue7410,NA,74,45,tt0205756,movie,NA,NA,NA,NA,True
VictoriaandVancouverGatewaystoCanada,1936,APPROVED,01Feb1936,9min,DocumentaryShort,BenjaminDSharpe,NA,JamesAFitzPatrick,AvisittothecapitalofBritishColumbiaandtoitslargestcity,English,USA,NA,NA,SourceInternetMovieDatabaseValue6610,NA,66,33,tt1210118,movie,NA,NA,NA,NA,True
Vancouver,2005,NA,10Jun2006,NA,ShortComedy,JesseMcKeown,JesseMcKeown,JohnPyperFergusonRyanMcDonellJakeDSmithDaxAquilini,Its3amintheCityofVancouverTwocopsmakeastartlingdiscoverywhentheyrespondtoareportofadisturbanceatanelementaryschool,English,Canada,NA,NA,SourceInternetMovieDatabaseValue8310,NA,83,22,tt0475423,movie,NA,NA,NA,NA,True
TruthinMotionTheUSSkiTeamsRoadtoVancouver,2010,NA,30Jan2010,NA,Documentary,BrettMorgen,NA,ThomasMikalFordTedLigetyScottMacartneyJuliaMancuso,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue7210,NA,72,9,tt1645937,movie,NA,NA,NBCUniversalTelevision,NA,True
TheVancouverBMovieFactory,2013,NA,19Aug2013,NA,ComedyDrama,NA,NA,JimiStewartTonyChrisKazoleasDavidHolroydeColemanScottTaylor,NA,English,Canada,NA,NA,SourceInternetMovieDatabaseValue6710,NA,67,6,tt3172614,series,4,True
Vancouver2010,2010,NA,12Jan2010,NA,Sport,NA,NA,NA,NA,English,UK,NA,NA,SourceInternetMovieDatabaseValue5810,NA,58,5,tt1845313,game,NA,NA,NA,NA,True
ExploringtheVancouverPublicLibrary,2010,NA,NA,17min,DocumentaryFamilyHistory,JohnDavidPhilipSloanGarrett,SloanGarrettJohnDavidPhilip,AlexisGreenwoodSloanGarrettMarciaBurdettMarcAndreChoquette,WiththeexistenceofpubliclibrariesunderassaultintheUKUSAandandsoonCanadaheresafilmthatcelebratesoneofVancouversbestlovedinstitutionsandfavouritepublicspaces,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNDU2OTk3MDcwM15BMl5BanBnXkFtZTcwOTY2ODAyNQV1SX300jpg,,NA,NA,NA,tt1891800,movie,NA,NA,NA,NA,True
Vancouver2010WinterOlympicCeremoniesBehindtheScenes,2010,NA,01Mar2010,4min,DocumentaryShort,RobbieKlaesi,NA,DavidAtkinsNancyGreeneWayneGretzkyRickHansen,NA,English,Canada,NA,NA,,NA,NA,NA,tt1925531,movie,NA,NA,NA,NA,True
DancingVancouver,2011,NA,29May2011,NA,ShortComedy,MattDagley,NA,WilliamValenzuela,NA,NA,Canada,NA,NA,,NA,NA,NA,tt1951109,movie,NA,NA,NA,NA,True
Vancouver,2011,NA,NA,14min,ShortDrama,JonathanSteckley,JonathanSteckley,CherylLeeKenCOgasawaraMarikoOgasawaraMorioOgasawara,VancouveristhestoryofamaninhislatetwentiesandbetweenjobslivingoffhisparentsandmaintainingaseriouslongdistancerelationshipwithagirlinVancouverThereare,English,Canada,NA,NA,,NA,NA,NA,tt1951298,movie,NA,NA,NA,NA,True
ItsAllFunGamesVancouverFilmSchool,2010,NA,11Jan2011,NA,AnimationShort,JennJackson,JenniferJackson,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt1977826,movie,NA,NA,NA,NA,True
VancouverTheDayAfter,2011,NA,20Jun2011,NA,Short,DomenicoCutrupi,DomenicoCutrupi,JuliaRhodes,Aftergame7ofthehockeyPlayoffshundredsofriotershorrificallyvandalizedtheVancouverdowntowncoreThefollowingmorning20000volunteerscametogethertocleanupthemesscausedbytheangryriot,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BODE2NTU4MTI5OV5BMl5BanBnXkFtZTcwMjg4OTk0NwV1SX300jpg,,NA,NA,NA,tt1977986,movie,NA,NA,NA,NA,True
Vancouver2010TenFragmentsofaPortrait,2011,NA,NA,18min,DocumentaryShortDrama,MichaelVass,NA,NA,TendeceptivelysimplefragmentsformakaleidoscopicportraitofVancouverduringthe2010WinterOlympics,English,Canada,NA,NA,,NA,NA,NA,tt1979390,movie,NA,NA,NA,NA,True
TheVancouverRecipe,2011,NA,06Aug2011,45min,Documentary,AnandKanna,AnuDawitKannaAnandKanna,KarenBarnabyNedBellAnuDawitKannaRobFeenie,HowVancouverbecameaninternationalculinarydestination,CantoneseEnglish,Canada,NA,NA,,NA,NA,NA,tt2014377,movie,NA,NA,NA,NA,True
VancouverRiotPolice,2011,NA,29Jun2011,15min,Short,NathanBuxton,NathanBuxton,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt2034159,movie,NA,NA,NA,NA,True
HubertusjagdVancouver,2011,NA,20Nov2011,52min,Documentary,NA,NA,CammilleAugGarryChalkCadenceGaoBrianHowell,NA,German,Austria,NA,NA,,NA,NA,NA,tt2150172,series,NA,True
VancouverTess,2012,NA,NA,17min,ShortDrama,RyleyOByrne,RyleyOByrne,KateBrown,20somethingTesswakesupfromanightofpartyingtofacethelonelyrealityofherlife,English,Canada,NA,NA,,NA,NA,NA,tt2223780,movie,NA,NA,NA,NA,True
GoingDeepforVancouver,2012,NA,NA,28min,DocumentaryBiographyFamily,MargrietdeSchutter,MargrietdeSchutter,MargrietdeSchutter,SinceherchildhoodMargrietdeSchutterhashadadreamtocompeteattheOlympicsinVancouverasashorttrackspeedskaterYearsofvigoroustrainingbringhersuccessbutalsoa,Dutch,Netherlands,NA,NA,,NA,NA,NA,tt2273818,movie,NA,NA,NA,NA,True
VancouverDreamsTheSeatoSkyGames,2010,NA,04Jan2010,1h30min,Sport,RichardGray,NA,TiffanyCherryMattShirvington,SpecialontheVancouverOlympicWinterGames,NA,NA,NA,NA,,NA,NA,NA,tt2302959,movie,NA,NA,NA,NA,True
VancouverVagabondII,2012,NA,NA,110min,DocumentaryAnimationCrime,HeathTait,HeathTaitstoryHeathTait,SuzanneAntonElizabethBallFredBassGerryBloomer,OlympicscraziesprohockeylunaticswackypoliticsrichmusicandshockingspectaclethisisVVII,English,Canada,4wins,httpsmmediaamazoncomimagesMMV5BNDA5MjgzMDA0MV5BMl5BanBnXkFtZTgwNDE0NzQ3MjEV1SX300jpg,,NA,NA,NA,tt2305031,movie,NA,NA,NA,NA,True
TheOtherVancouver,2002,NA,10Dec2003,NA,Short,JordanCarew,NA,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt2305492,movie,NA,NA,NA,NA,True
VancouverVictoria,1917,NA,26Mar1917,NA,DocumentaryShort,NA,NA,NA,TravelwithGreatCityGuidestotheseuniquedestinationsfortheadventureofalifetimeExperiencethenaturalbeautyoftheCanadiancoastasyouexploretheuntamedBritishColumbian,NA,USA,NA,httpsmmediaamazoncomimagesMMV5BMTg2MzYwNzk3NF5BMl5BanBnXkFtZTgwMzc2MTA2MDEV1SX300jpg,,NA,NA,NA,tt0948725,movie,NA,NA,NA,NA,True
TheVancouverShow,1983,NA,NA,NA,TalkShow,FloydLancingCharlesWright,AlexKlenman,NA,NA,NA,NA,NA,NA,,NA,NA,NA,tt0978778,series,NA,True
TheSalmonFisheriesofVancouver,1904,NA,23Feb1904,NA,DocumentaryShort,NA,NA,NA,AgreatdealhasbeenwrittenofthegreatsalmonfisheriesofVancouverandmanyattemptshavebeenmadetopicturethembutuptothistimeinvainThisseasonhoweverallofthe,NA,UK,NA,NA,,NA,NA,NA,tt1056122,movie,NA,NA,NA,NA,True
Vancouver,1954,NA,NA,15min,Short,GilLaroche,NA,PierreGauvreau,NA,French,Canada,NA,NA,,NA,NA,NA,tt0237884,movie,NA,NA,NA,NA,True
Vancouvermestoaostrov,1999,NA,NA,30min,Short,MarekDusakBaraKastakova,BaraKastakova,NA,NA,Czech,CzechRepublic,NA,NA,,NA,NA,NA,tt0355004,movie,NA,NA,NA,NA,True
TraplinesVancouver,2003,NA,NA,37min,DocumentaryShort,BenotRaoulx,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,tt0396907,movie,NA,NA,NA,NA,True
Vancouverhabitat,1976,NA,NA,25min,DocumentaryShort,EpigmenioIbarra,NA,NA,NA,Spanish,Mexico,NA,NA,,NA,NA,NA,tt0400916,movie,NA,NA,NA,NA,True
NewTalentSingingAwardsVancouverAudition2000,2000,NA,08Jul2000,126min,Music,AlbertLawMichaelLaw,KeenWong,WalterNgaiPrudenceYimGabrielHarrisonEricLi,AnnualVancouverauditionoftheInternationalChinesesingingcontestNewTalentSingingAwardsinits7thyearThethemethisyearwasTheMatrix,Cantonese,Canada,NA,NA,,NA,NA,NA,tt0413043,movie,NA,NA,NA,NA,True
VonVancouverbisindieRockiesImZugdurchKanadasWesten,2005,NA,30Dec2005,43min,Documentary,JrgenHansenSimoneStripp,NA,NA,NA,NA,Germany,NA,NA,,NA,NA,NA,tt1223977,movie,NA,NA,NA,NA,True
LittleWomenPlaybyVancouverChristianHighSchool,2009,NA,12Nov2009,143min,Drama,SarahBethArmstrong,NA,LucyAkersSarahBrownJaquieBruechertAmandaCallsen,NA,English,USA,NA,NA,,NA,NA,NA,tt1455207,movie,NA,NA,NA,NA,True
VancouverVagabond,2009,NA,01Sep2009,103min,Documentary,HeathTait,HeathTaitstory,MartyAndaluzGeorgiaAndersonPoundPaulArmstrongLeilaAsdal,AwackyanddarklycandidautobiographicaldocdramaofHeathTaitsstartasanartistandanimatorstrugglingthroughtheGenX90sattemptinghisindiecareeroutsideofHollywoodNorthCanada,English,Canada,7wins,httpsmmediaamazoncomimagesMMV5BMTg0NTEwMDUyMl5BMl5BanBnXkFtZTcwNTMzNDY3MgV1SX300jpg,,NA,NA,NA,tt1485140,movie,NA,NA,NA,NA,True
AppointmentinVancouver,2009,NA,NA,34min,Documentary,AnnaChristopher,NA,FinnGundersenCaseyPuckettDaronRahlvesTylerShepherd,AppointmentinVancouverdocumentsCaseyPuckettslifeasaworldclassathletefatheroftwoandhometownheroThefilmincludesneverbeforeseenskifootagestarinterviewsandcandidconfessionalsfromtheGoldMedalfavorite,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMjM3NDc3MjcwNV5BMl5BanBnXkFtZTgwNjYwNDA2MDEV1SX300jpg,,NA,NA,NA,tt1524088,movie,NA,NA,NA,NA,True
Vancouver,2010,NA,09Feb2010,NA,RealityTV,NA,JamieLSmith,SamanthaBrown,NA,English,USA,NA,NA,,NA,NA,NA,tt1608267,movie,NA,NA,NA,NA,True
RegardingVancouver,2010,NA,29Aug2010,23min,DocumentaryShortHistory,LaurynasNavidauskas,NA,NA,REGARDINGVANCOUVERlooksatthecitysmythologiesandprocessesofimagemakingMixingarchivalandcontemporaryelementstodefamiliarizeexpectedvisionsofVancouverandrediscover,English,Canada,NA,NA,,NA,NA,NA,tt1617174,movie,NA,NA,NA,NA,True
LeStanleyParcVancouver,1907,NA,NA,NA,DocumentaryShort,NA,NA,NA,NA,French,France,NA,NA,,NA,NA,NA,tt3583056,movie,NA,NA,NA,NA,True
NewcomersinVancouver,2014,NA,15Sep2014,NA,Comedy,NA,NA,TatianaIvanovaAlexanderSergeenkoAlexanderKulyashovSergeyShevchenko,NewimmigrantsYashaandhiswifeRosaMoiseevnacametoVancouvertostartanewlifeinanewcountry,EnglishRussian,NA,NA,httpsmmediaamazoncomimagesMMV5BY2U2NWZiMWEtY2IyMC00NjM5LTg5OTEtMTk1ODhkZmE2NDA5XkEyXkFqcGdeQXVyMzUwMzQzMTUV1SX300jpg,,NA,NA,NA,tt3657582,series,1,True
VancouverTopModel,2011,NA,13May2011,NA,ShortComedy,AndrewMoxham,NA,RachaelWegenerPaigeElanStacyMahieuxAdrianColbert,AcomedyfilmspoofingtheTVseriesTopModeltogetherwithexaggeratedhostandaoutrageousfamousRussianphotographer,English,Canada,NA,NA,,NA,NA,NA,tt3690136,movie,NA,NA,NA,NA,True
TheVancouverBMovieFactoryEp7withMasterGeeShortFilm,2014,NA,11Mar2014,5min,Fantasy,NA,NA,StephenBraunJimEliasonTonyChrisKazoleasLillianLim,AfuturisticworldwhereagameshowtakesordinarypeoplefromthestreetandturnsthemintomartialartscyborgswhoarecontrolledbyvideogameplayersLotsofactionandagreattwistattheend,English,Canada,NA,NA,,NA,NA,NA,tt3791704,movie,NA,NA,NA,NA,True
VancouverSpecial,2014,NA,20Aug2014,NA,Comedy,NA,NA,GeraldWilliamsIsabelleChatelainSeanDepnerLeeShorten,VancouverSpecialisthestoryofafamilywithanunusualdynamicThefathersuspectedofkillinghiswifeloveshisthreechildrenandrecruitsawomantoactasthefamilyservantin,English,Canada,NA,NA,,NA,NA,NA,tt3811214,series,NA,True
OmerPashaMusicVideosVancouverGalaEdition,2014,NA,11Sep2014,138min,MusicMusicalMystery,OmerPasha,OmerPasha,BrentRayFraserOmerPasha,Acompilationof40videoclipsasOmerPashaleadingvocalistandsingertakesyouonanendlessvoyageofeccentricecstasyofdanceanimationsexualityreligionspiritualityfashionvogue,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMTQxMDMxMzg4OV5BMl5BanBnXkFtZTgwNjEyNzUxMjEV1SX300jpg,,NA,NA,NA,tt3839030,movie,NA,NA,NA,NA,True
